LATITUDE,LONGITUDE,PARCELNO,SALE_PRC,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality
25.4734401727,-80.4301008163,1079160060810,163000.0,4000,1577,2716,16101.5,29485.2,18183.7,135108.4,87054.1,2885.6,10,0,2,2
25.739229975900003,-80.42111966649999,3049150011075,535000.0,24394,3597,3454,15657.0,57331.7,29293.0,76349.1,39876.3,12047.5,26,0,3,4
25.697732258600002,-80.3910887839,3049360260340,790000.0,13825,4258,46322,12274.4,40805.3,28270.3,71257.8,25736.0,1746.5,12,0,4,4
25.706784556,-80.43550522390001,3049280241160,335000.0,5366,2062,4324,16177.9,53962.3,38545.2,83814.3,40701.4,16338.0,26,0,2,4
25.636893579000002,-80.29500830890001,350240020340,1200000.0,15450,3977,47005,12836.9,5449.4,203.7,60873.1,19602.5,16614.6,6,0,5,5
25.580065229099997,-80.3903074441,3069120460130,166000.0,3760,1053,0,5351.0,26590.1,6195.7,96610.9,46782.5,7810.8,2,0,8,2
25.5726044752,-80.3869426997,3069120380870,205000.0,3984,1290,0,2968.3,23974.3,4056.2,97906.6,48523.6,7540.4,4,0,12,2
25.758576754699998,-80.20587477689999,141380011060,955000.0,6750,3353,39018,1567.2,3867.6,3337.0,7806.4,7806.4,1798.4,16,0,9,5
25.507955141700002,-80.4045339299,3069350160350,197000.0,5000,1582,1750,24029.2,21417.4,15034.0,119995.0,72101.6,2366.0,24,0,3,2
25.605565898000002,-80.4442819922,3059330353740,405000.0,7411,2514,495,4788.6,44539.8,26184.5,103529.4,52522.9,21778.6,0,0,5,4
25.722210686100002,-80.2591248262,141200120450,765000.0,7425,1711,0,1838.6,4438.2,2128.2,29440.0,9903.9,18454.1,41,0,5,4
25.8753171277,-80.2044406663,3021360181030,225000.0,6000,1178,984,8028.9,27648.0,5722.7,36016.0,36016.0,1392.1,16,0,1,2
25.838569396999997,-80.27544705470001,431070181480,249000.0,6750,1690,5068,898.1,40242.9,5441.1,35260.7,32748.9,11656.2,69,0,1,4
25.559262195,-80.4019335746,3069140130040,425000.0,15001,3067,2640,8578.5,25615.5,9657.0,104789.6,55198.7,11557.1,1,0,1,2
25.842292385300002,-80.3574906888,3530080072180,855000.0,5064,3079,1350,7723.5,57305.0,10449.7,59185.8,46786.0,9667.9,0,0,5,5
25.465511612800004,-80.4255637213,1079150191070,265600.0,4000,2397,2200,17519.2,28090.8,16675.2,136625.8,89019.3,6110.0,0,0,6,2
25.6788603856,-80.3381162311,3050040070160,865000.0,36373,4001,37456,5389.6,24288.3,18090.0,59503.8,8730.8,5132.4,36,0,3,2
25.7430204909,-80.4108661167,3049140210380,300000.0,4500,1419,2776,14364.6,54295.3,25709.7,72818.6,37683.1,8643.0,11,0,2,4
25.921055138299998,-80.3329824247,3220150090510,742500.0,8824,4083,3290,17627.1,69442.0,2536.4,69840.1,66901.3,2485.6,2,0,6,4
25.9249723984,-80.1923255276,3022180072410,265000.0,7828,2291,5898,4506.3,23428.8,5122.8,53853.7,52844.7,4046.7,21,0,8,4
25.8327852183,-80.2108770013,131140360160,130000.0,5850,1346,1198,3033.1,30023.1,7798.1,21191.6,21191.6,1651.8,75,0,2,2
25.771318515100003,-80.2488643054,141040281210,340000.0,8591,2176,0,9107.4,15208.5,4736.7,18536.5,8475.5,4688.3,78,0,12,4
25.631944081100002,-80.42466071310001,3059220480820,272000.0,5431,1706,0,425.8,39243.0,26539.4,92701.6,41963.6,13068.9,24,0,2,4
25.7660445855,-80.24808299060001,141040290180,285000.0,6500,1420,1215,9899.0,13319.9,6548.1,18603.8,6862.6,6573.9,57,0,9,2
25.8299291037,-80.2156444165,131140230120,89900.0,5680,1013,0,4010.3,29942.5,9209.6,20712.0,20712.0,3117.0,67,0,11,1
25.9337724193,-80.1686157801,722080061060,160000.0,7241,1110,1320,5249.2,15865.8,571.5,57586.4,53457.8,7043.0,36,0,6,2
25.875777355700002,-80.1896846783,3022310180030,315000.0,6880,1170,3022,3606.6,22783.3,1479.8,35982.8,35982.8,6236.8,17,0,7,4
25.953461825500003,-80.2260540057,3421020160100,275000.0,9540,2417,0,9499.3,35185.2,2606.7,65137.1,65137.1,841.6,54,0,11,4
25.8621288223,-80.2334752276,3031030270190,135000.0,7100,893,1512,6806.9,37572.0,4885.1,33756.9,33756.9,8291.1,41,0,5,4
25.464737947800003,-80.499851631,1078140062310,170000.0,7500,1725,1399,3398.0,52556.9,20221.6,151920.3,101855.6,9289.4,19,0,10,2
25.709387674000002,-80.3000321525,940250440140,390000.0,10088,1760,773,2173.8,16748.9,6442.4,42904.4,8724.6,5763.7,59,0,7,4
25.484470278200003,-80.4148732285,1079100170760,227900.0,5000,2117,2184,21836.4,24583.7,14054.9,128935.7,81270.6,2959.4,11,0,7,2
25.5163779018,-80.3857587159,3069360031090,205000.0,6151,2285,3465,19517.8,16174.6,12176.2,113941.9,66873.3,4690.3,28,0,5,2
25.5354295408,-80.3996593716,3069260160930,197500.0,4500,1501,1664,14279.3,22571.5,14937.5,111025.1,62410.9,3229.2,22,0,12,2
25.6842583896,-80.3713263652,3050060100150,344000.0,3402,1729,0,4166.1,32822.8,26326.1,67693.5,19095.3,4407.2,23,0,7,4
25.8563711978,-80.27355661109999,431050080321,260000.0,5520,1431,840,4422.4,45493.9,10828.3,39268.9,39054.7,16080.2,18,0,4,4
25.7210567021,-80.381608181,3040190050320,328000.0,8250,1609,11406,15195.3,43132.5,21283.3,65337.1,25334.4,715.9,59,0,9,2
25.559575643600002,-80.3701913384,3060180110480,150000.0,7875,1312,1936,4525.4,16687.2,3183.2,98145.4,50374.1,2415.5,22,0,1,2
25.8245130735,-80.3623317373,3530200230410,380000.0,6883,1713,2223,14371.9,53978.8,15796.5,58435.6,43619.4,7953.7,26,0,12,5
25.7282073656,-80.3688601763,3040190032850,270000.0,7500,1449,3093,12929.5,39742.0,16516.9,60555.4,23226.4,4871.5,60,0,5,2
25.7541980914,-80.35404180229999,3040080070950,363000.0,7700,1853,1486,10272.7,37509.6,6704.3,53687.5,27332.0,9766.4,55,0,7,4
25.611089472600003,-80.3878031226,3059360052200,217000.0,7875,1438,180,4600.7,26051.1,12217.1,87977.1,37234.1,3117.3,16,0,4,2
25.7452573631,-80.4118178067,3049110360050,335000.0,7500,1911,6994,13551.3,54752.2,25788.0,72981.3,38365.8,8912.1,32,0,12,4
25.5615357648,-80.3781979863,3060180020050,134900.0,8025,1271,1200,2962.2,19219.4,3208.0,99179.5,50770.4,5042.6,44,0,8,2
25.887116680300004,-80.34756485289999,420280200440,230000.0,3402,1273,3804,5554.8,67844.1,4278.5,64820.9,57874.4,4221.8,25,0,10,5
25.557330799499997,-80.3707554931,3060180330380,290000.0,6000,2096,4800,5118.1,16342.1,3598.9,98917.0,51203.1,2621.4,0,0,3,4
25.6533581695,-80.3210085547,2050150060410,1225000.0,38768,3387,47515,2646.0,13610.7,10421.7,61460.6,12872.3,8881.1,13,0,12,4
25.604858252600003,-80.4435893843,3059330353800,340800.0,5411,2185,218,4471.5,44320.8,25880.1,103520.2,52503.6,21572.9,1,0,2,4
25.9547041675,-80.2729741343,3411320033850,195000.0,8000,1048,7753,19991.8,50605.4,2189.6,69832.7,69832.7,6029.9,45,0,3,5
25.8314587542,-80.2617090728,431170041410,255000.0,6000,1335,4481,749.4,35703.2,6333.3,30149.2,29751.5,7778.2,66,0,1,4
25.604853676799998,-80.3560589831,3050320040470,95000.0,7250,938,2688,9907.9,15482.0,4194.8,82352.8,33396.6,6116.0,62,0,7,2
25.6198984841,-80.4221465654,3059270060710,355000.0,8023,2520,28123,2420.1,37628.5,23666.5,94564.9,43556.5,13185.9,27,0,4,4
25.8257456581,-80.3053505165,530240170440,400000.0,9294,1529,35509,527.1,41573.6,1325.6,41072.5,31601.3,5309.3,65,1,1,5
25.822264444,-80.2302116192,3031220525201,174000.0,5000,1387,634,3422.3,28352.0,10311.5,20613.4,20613.4,3649.3,20,0,6,2
25.620992735300003,-80.4298534416,3059270130230,265000.0,7656,1723,1137,4518.7,40203.9,25816.9,96376.3,45455.6,15468.7,24,0,6,4
25.6720754623,-80.2759233262,351070060300,2175000.0,19896,4928,29794,11698.3,4073.5,637.8,46771.7,13605.2,13023.4,16,0,8,5
25.7439499875,-80.2573283116,341170057910,550000.0,6240,1566,0,3644.9,8681.3,5461.6,24324.3,2025.8,14733.0,61,0,4,5
25.729190559499997,-80.3332808442,3040220080710,413000.0,11651,2003,7161,5215.7,28237.7,6081.0,49328.7,16114.5,4887.9,63,0,12,4
25.876608484000002,-80.1991162751,1121360030360,483000.0,9150,1928,28766,6582.2,25876.3,3967.9,36326.0,36326.0,3153.6,16,0,4,4
25.846987568499998,-80.2737741097,431080013770,270000.0,12384,1645,6524,1540.4,42533.5,8128.6,36858.8,35673.4,14360.9,67,0,4,2
25.7620193138,-80.3020915283,1540120440622,425000.0,2749,1653,2720,1887.6,24442.5,4192.3,36348.1,14942.4,6006.8,0,0,11,5
25.7422179767,-80.3666456724,3040170270200,212000.0,7800,1476,5856,14572.3,40022.2,12521.6,58552.5,26193.9,5816.3,36,0,2,4
25.7140257931,-80.2577371306,141290160100,505000.0,6816,1280,2085,4357.9,2806.6,2030.1,31197.0,12867.3,19769.5,76,0,8,2
25.6405701974,-80.3771614531,3050190031340,166000.0,7900,1010,0,4242.4,25177.3,18768.0,78277.1,27208.7,2622.8,23,0,5,2
25.765528751799998,-80.2628164659,141050440110,290000.0,5220,1405,2724,7913.4,15663.8,6062.8,23395.9,5918.4,6708.2,69,0,11,4
25.620797195399998,-80.3214976152,3350270030200,500000.0,15600,3213,28775,7081.7,5462.3,5443.6,70687.8,24655.5,18753.4,40,0,1,4
25.7460557359,-80.2958734965,3040130061175,630000.0,7500,2430,3600,3840.4,19301.4,2821.8,35697.7,12287.4,7852.2,0,0,11,5
25.4880261311,-80.4150552486,1079100071050,255000.0,5000,2660,3969,22159.7,24614.1,14613.7,127907.6,80119.3,2010.4,13,0,7,2
25.5723937062,-80.3917702196,3069120321960,180000.0,5599,1371,1248,4463.6,25173.7,5587.7,99007.3,49403.9,9099.3,33,0,1,2
25.7502402639,-80.3018480742,1540120460330,410000.0,10557,1947,0,1860.3,21778.2,3942.0,37116.1,14146.1,5860.5,62,0,7,4
25.557926208,-80.3806573539,3069130030370,225000.0,11200,2427,1086,4317.6,19162.6,4717.5,100710.2,52294.8,5860.8,8,0,7,2
25.6591003652,-80.38390134779999,3059120280490,285000.0,4000,1624,1369,1611.0,30129.9,25850.2,76038.7,25496.2,458.7,19,0,12,4
25.5808001565,-80.34732898520001,3660040041150,250000.0,8250,1707,1620,10092.8,13132.3,2292.0,87479.9,40619.2,5756.5,25,0,3,2
25.8934911256,-80.21570720529999,621260100250,199000.0,6930,1372,0,7872.5,30848.9,5978.5,43076.9,43076.9,2049.4,36,0,5,2
25.9594715757,-80.1495788397,3022040130090,421000.0,11500,2113,5577,669.8,10110.2,1.0,58726.3,58726.3,5428.4,41,0,4,4
25.7146702404,-80.3725724034,3040300030200,285000.0,7500,1470,0,11428.2,39452.5,20006.5,63308.1,21635.6,3539.8,57,0,3,4
25.8269919872,-80.22032392189999,131140411070,139000.0,5244,1650,1590,5040.4,29164.6,10633.6,20366.8,20366.8,4527.7,48,0,9,2
25.6881915271,-80.4568579203,3049320180570,375000.0,6900,2601,26323,7586.6,56254.0,47924.2,92653.0,47174.9,22250.2,21,0,8,4
25.8236750205,-80.2184353233,131230130100,150000.0,6000,1358,4522,3922.9,27867.6,10788.4,19017.6,19017.6,3950.0,72,0,3,2
25.8403730859,-80.2199013478,3031110220310,100000.0,5000,1282,0,185.2,33123.0,5941.8,24772.3,24772.3,4528.3,69,0,10,2
25.7583947056,-80.2219788425,141110060860,489000.0,5450,1539,0,4127.1,6338.5,6132.2,11656.3,11656.3,4664.8,11,0,2,5
25.540604813,-80.3748065895,3060190051190,220000.0,6000,1641,0,10617.5,14890.6,7447.4,104637.1,57355.5,3036.6,14,0,1,2
25.6358628794,-80.3267476493,3350220330020,655000.0,16662,3443,24019,3333.1,9893.2,9216.4,67499.7,19530.0,15498.4,49,0,1,4
25.7698685286,-80.3347569594,3040030360500,346000.0,3612,1762,0,4861.2,34760.2,2561.3,46792.9,26071.7,4094.7,26,0,12,5
25.8648861133,-80.2797748313,431060630070,242600.0,6900,1341,1582,6438.2,49188.9,8965.6,42932.1,42415.8,14107.7,66,0,2,4
25.458740393200003,-80.45801372,1079200021120,175000.0,6349,1531,0,7601.2,38961.9,27398.8,144848.0,96081.2,1826.1,37,0,6,2
25.534601299299997,-80.3831146053,3069250161990,355900.0,5561,2908,2800,12826.0,17132.2,10926.3,107998.6,60387.3,1539.7,0,0,9,4
25.4731696246,-80.4330398521,1079160050770,202200.0,6000,2301,3450,15125.5,30454.1,19147.6,135743.5,87565.7,2413.1,10,0,9,2
25.7421319657,-80.3968648729,3049130120430,375000.0,9000,1895,20638,14590.8,49697.7,21412.1,68321.3,33646.8,4027.1,49,0,10,4
25.7455376951,-80.2822088895,341180021770,1150000.0,12800,2124,24038,8294.4,15549.3,2468.4,31489.4,7819.0,12291.5,42,0,8,5
25.9280857639,-80.27168968470001,3421080030330,201500.0,7950,1363,931,11867.4,49534.8,2508.9,60798.1,60798.1,951.0,60,0,3,5
25.5065842553,-80.4006091015,3079020181130,346700.0,6651,3010,8270,24055.3,20079.7,13655.0,119646.9,72016.1,3666.0,0,0,5,4
25.4852602723,-80.4179743239,1079100250080,305000.0,6000,2934,0,20930.2,25598.0,15108.7,129280.4,81433.9,2045.8,11,0,9,2
25.923903921599997,-80.174590884,722170170290,200000.0,6400,1268,857,5177.6,17596.4,2913.5,53784.1,50509.1,7937.3,31,0,9,2
25.6695661017,-80.39913195140001,3059120040380,307000.0,8250,1798,1540,7888.9,36381.6,31349.4,78263.3,28994.0,3518.4,39,0,8,4
25.614801149,-80.3725999469,3050300090360,250000.0,7500,1479,156,9289.7,21223.0,9674.0,83438.2,33053.0,1860.0,23,0,7,2
25.606039125,-80.4396455413,3059330351650,392000.0,7500,2553,327,3717.3,43043.4,24965.8,102219.3,51190.0,20274.4,1,0,4,4
25.6242530533,-80.34019480069999,3350280010401,383000.0,7150,1984,924,1680.9,11700.2,11119.7,73618.5,24878.8,12682.9,15,0,8,4
25.7202200205,-80.3596623144,3040200114060,329000.0,7500,1850,1647,8844.0,36425.4,15294.0,58610.1,19055.1,7894.6,57,0,7,4
25.9661782212,-80.2033872909,3411360032220,175000.0,7500,1503,7603,7711.9,27814.0,536.2,59767.7,59767.7,8474.8,51,0,4,4
25.8200505759,-80.2046235294,131240011490,345000.0,5000,1371,1008,4805.0,26071.5,6496.2,16196.6,16196.6,466.6,12,0,12,4
25.5109970822,-80.4404627113,3069330110090,375000.0,40920,3900,0,16176.0,33199.2,25942.1,126290.9,76750.4,7967.1,23,0,4,2
25.727462057600004,-80.4115531113,3049230323670,295000.0,7500,1376,1485,20005.7,53055.5,27999.2,74183.5,35230.3,9034.7,36,0,6,5
25.8796313003,-80.1787219948,1722310100090,542500.0,11926,2263,23010,795.5,19091.7,2050.1,37661.7,35977.4,9855.4,41,0,11,4
25.7145022104,-80.3393736039,3040280060260,360000.0,7875,1911,1609,2343.0,29605.8,11078.5,53250.1,12700.5,2876.1,50,0,5,4
25.533390694,-80.4021008359,3069260131240,200000.0,4907,1614,27101,15316.3,23164.2,15994.4,112100.5,63430.1,3036.2,23,0,2,2
25.4971131229,-80.421120227,3079030250500,270000.0,12052,2625,6841,21626.5,26692.5,17928.4,126370.5,78002.5,1143.2,12,0,12,2
25.6030601368,-80.43766508,3059330641810,432800.0,6494,2568,3760,2537.6,42384.5,23862.9,102365.8,51308.8,19664.2,0,0,3,4
25.8816765354,-80.1770755997,1722320230560,399000.0,11400,1787,3790,596.5,18529.1,2924.3,38429.4,36391.9,10423.5,46,0,10,4
25.5983414819,-80.4270497257,3059340351140,280000.0,5000,1660,27920,1155.1,38911.0,19970.0,100736.4,49685.8,16283.7,16,0,8,4
25.60398689,-80.4252377678,3059340201880,285000.0,7973,1645,5869,303.4,38249.2,20580.6,98952.2,47885.5,15522.1,20,0,11,4
25.6706756148,-80.30963265390001,2050110160160,1020000.0,16860,2723,28128,4254.7,14483.9,8440.9,54377.5,6494.2,3546.1,19,0,9,4
25.6523096902,-80.3703864283,3050180022230,601000.0,26400,3227,30389,3271.9,24975.9,22039.5,73781.2,22750.8,3034.1,43,0,11,4
25.6334594274,-80.3693610709,3050190010510,199000.0,7400,1958,310,7871.4,21859.8,15435.1,78006.2,27124.9,3924.9,46,0,7,2
25.8707008708,-80.26870309739999,421320240090,305000.0,10248,2660,2558,2740.3,48814.4,6662.6,42281.8,42281.8,17774.7,58,0,2,4
25.6758120235,-80.4536090509,3059050233410,319000.0,6007,1767,0,8428.5,53352.2,43984.8,93340.9,46350.1,21350.2,14,0,7,4
25.7657408271,-80.2901867934,140010150071,250000.0,3920,1521,1232,5863.2,22046.5,4693.7,32311.4,11884.9,6606.3,61,0,2,4
25.7676164954,-80.2823035646,141060130360,270000.0,6060,1382,6613,6511.7,20582.9,4123.8,29649.9,10124.8,6216.9,66,0,3,4
25.551263550999998,-80.3831235369,3069240020060,379500.0,5000,3293,34440,6856.4,18801.3,7269.9,103130.6,54838.0,6715.8,0,0,8,2
25.743611921,-80.3965746583,3049130130570,340000.0,7500,2235,23900,14044.9,49721.9,21139.3,68131.9,33881.8,3917.3,49,0,5,4
25.684745688299998,-80.4534544577,3049320310910,265000.0,1635,1814,0,8606.1,54724.5,46278.0,92093.8,46116.7,21208.7,19,0,7,4
25.9680941691,-80.2557577453,3411330052550,210000.0,7950,2444,220,19097.8,45044.8,2130.9,66954.9,66954.9,1354.0,48,0,6,4
25.719959984699997,-80.43354188100001,3049210021500,310000.0,5715,2001,809,17261.8,56508.2,35691.3,81878.8,41140.8,16302.4,34,0,7,4
25.8620475197,-80.26799259319999,431050111080,242000.0,6850,1258,3046,2581.9,46480.1,9804.8,39640.6,39640.6,17955.6,68,0,3,4
25.7727576363,-80.24707159270001,141040201440,370000.0,6000,1735,13392,8888.5,15472.1,4115.1,17906.5,9204.1,4144.8,21,0,9,4
25.4701962045,-80.5019387993,3078140040240,215000.0,10300,1580,3256,3330.6,53188.5,19893.1,150909.6,100704.8,10865.8,16,0,8,2
25.8847940415,-80.2321614526,3021270011050,120000.0,7500,1184,0,4751.1,36450.4,1362.6,41341.3,41341.3,7577.2,66,0,8,4
25.820241188,-80.2616348528,431200410330,235000.0,6000,1171,4468,836.7,32196.7,3199.3,27617.7,25657.8,3904.4,57,1,5,4
25.860765390300003,-80.2461033936,3031040032430,190000.0,7000,1093,5608,3486.1,41759.3,6557.0,35191.1,35191.1,12466.1,84,0,3,4
25.5940261488,-80.3366451318,3660040070310,325000.0,15050,1720,23732,12699.9,9154.7,3769.8,81490.4,35077.0,10488.1,35,0,5,4
25.7008050154,-80.2900696013,940360300340,370000.0,5635,910,522,849.0,13281.0,4432.2,42232.8,8855.2,8942.5,69,0,3,4
25.7357521046,-80.42591667939999,3049150200340,470000.0,7369,2848,44694,17055.8,58603.9,31202.1,78143.0,40781.7,13647.5,24,0,12,4
25.617988007199997,-80.4326514098,3059280260050,430000.0,15116,2728,8869,4634.9,40990.1,25700.7,97755.8,46814.4,16679.1,10,0,9,2
25.602899095700003,-80.3750531109,3050310020570,192000.0,7600,2065,3317,9685.7,21739.8,7069.0,87095.9,37075.9,791.9,55,0,8,2
25.745894875300003,-80.42396295489999,3049100790010,560000.0,13215,3313,56526,13353.4,58661.4,29580.8,76842.9,41867.7,11187.0,20,0,10,4
25.6025424167,-80.4271513883,3059340180150,268500.0,3956,1222,3454,173.9,38912.7,20826.7,99809.8,48743.1,16203.3,20,0,7,4
25.7384195223,-80.2574979455,141170030700,373000.0,8175,3195,35994,2025.5,7437.4,3684.8,25384.3,4040.8,15548.7,66,0,10,2
25.5961493534,-80.3775779805,3060060430150,190000.0,5000,1299,5163,8800.9,22628.4,6900.9,89463.8,39595.1,1022.6,27,0,1,2
25.5578516578,-80.3433669133,3660160151520,292000.0,5763,1913,2208,11968.1,9955.3,3109.7,93701.4,48441.5,6321.9,5,0,5,2
25.9464869314,-80.2877677071,3021060320340,270000.0,7396,2181,0,20319.6,55213.5,3418.1,69157.7,69157.7,7680.8,22,0,3,4
25.7023015669,-80.2989298328,940360540150,607500.0,10200,1781,35773,1348.2,15966.5,6658.2,44131.7,6860.3,6030.8,16,0,9,4
25.7420074109,-80.2611533054,341170070041,399000.0,5500,1733,0,3813.4,9198.9,4390.3,25774.2,2809.3,15157.3,82,0,2,5
25.5108408174,-80.4438188909,3069330260090,425000.0,43469,3065,13441,15154.2,34366.2,26858.2,127040.4,77380.0,9086.7,10,0,4,2
25.9035948207,-80.1998423787,3021240111010,455000.0,33708,2593,64499,8449.7,25425.0,1021.7,46142.8,46142.8,3180.1,33,0,7,4
25.956490444299998,-80.2566840069,3411330200970,220000.0,7500,1361,2898,16129.6,45252.0,1903.1,68619.8,68619.8,5573.5,27,0,12,4
25.9375101725,-80.254150326,3421090151200,172000.0,8850,1031,2512,11632.4,43977.1,3154.6,61791.3,61791.3,4144.9,46,0,6,5
25.465180624899997,-80.4255625516,1079150191040,306000.0,4000,2397,550,17526.7,28098.6,16669.1,136725.3,89128.8,6209.6,0,0,11,2
25.5706032129,-80.3545109664,3660080070420,265000.0,10354,1472,5266,7173.3,15670.9,2303.3,91852.2,44849.1,2679.6,13,0,8,2
25.730410055500002,-80.2861042618,341190010591,635000.0,5250,2673,1155,6179.4,13561.0,2801.6,34987.3,11346.8,10545.4,30,0,4,5
25.9617191119,-80.2399218451,3411340020030,190000.0,7500,1247,2213,14421.5,39812.2,0.0,66220.5,66220.5,3477.9,31,0,3,4
25.744069374000002,-80.3175918877,3040140091190,470000.0,6500,2115,4345,2041.5,25064.3,494.0,42744.8,19467.3,666.2,0,0,1,4
25.8750602923,-80.2741734714,421320151130,207500.0,8400,1034,1490,4424.3,50547.7,5027.2,44622.5,44622.5,16059.1,62,0,3,4
25.728357256,-80.25598875989999,341200061090,295000.0,4500,1056,610,876.6,4960.8,2717.5,27202.9,7711.6,16457.0,11,0,6,4
25.8325346579,-80.2765862927,431180031310,260000.0,6750,1775,4724,3077.8,38642.5,3508.5,34207.7,30658.6,9820.3,66,1,5,4
25.6902616206,-80.4587008428,3049320341670,354000.0,5000,2360,0,7210.8,57166.5,48226.5,92998.2,47827.2,22895.8,10,0,7,4
25.5328449084,-80.3814889398,3060300031560,353900.0,5000,3034,0,13435.6,16507.2,11021.1,108219.9,60796.0,830.4,0,0,11,4
